0 	 1.000000
1 	 0.623862
2 	 0.486725
3 	 0.396235
4 	 0.319162
5 	 0.259634
6 	 0.221045
7 	 0.197118
8 	 0.161177
9 	 0.143188
10 	 0.118664
11 	 0.097778
12 	 0.080186
13 	 0.062966
14 	 0.056344
15 	 0.049593
16 	 0.041815
17 	 0.041811
18 	 0.043240
19 	 0.038410
20 	 0.034018
21 	 0.028856
22 	 0.023894
23 	 0.024680
24 	 0.018852
25 	 0.016464
26 	 0.010071
27 	 0.009571
28 	 -0.005427
29 	 -0.009116
30 	 -0.008603
31 	 -0.002490
32 	 -0.000534
33 	 -0.002659
34 	 -0.009835
35 	 -0.014904
36 	 -0.012936
37 	 -0.017960
38 	 -0.009915
39 	 -0.001836
40 	 0.002174
41 	 0.012357
42 	 0.020396
43 	 0.021656
44 	 0.020994
45 	 0.020025
46 	 0.021150
47 	 0.019193
48 	 0.022094
49 	 0.022374
50 	 0.022547
51 	 0.021217
52 	 0.019555
53 	 0.020066
54 	 0.017927
55 	 0.020585
56 	 0.036139
57 	 0.023819
58 	 0.027323
59 	 0.027303
60 	 0.025040
61 	 0.023434
62 	 0.023831
63 	 0.019462
64 	 0.024420
65 	 0.031840
66 	 0.028181
67 	 0.026454
68 	 0.024374
69 	 0.020327
70 	 0.029364
71 	 0.031580
72 	 0.017115
73 	 0.024711
74 	 0.026090
75 	 0.023901
76 	 0.029297
77 	 0.024877
78 	 0.020503
79 	 0.019028
80 	 0.017054
81 	 0.021039
82 	 0.021306
83 	 0.023778
84 	 0.020932
85 	 0.017063
86 	 0.018926
87 	 0.018941
88 	 0.020703
89 	 0.021351
90 	 0.023762
91 	 0.024058
92 	 0.029976
93 	 0.020914
94 	 0.021842
95 	 0.016761
96 	 0.011728
97 	 0.013083
98 	 0.007562
99 	 0.011654
100 	 0.008978
101 	 0.005192
102 	 -0.002895
103 	 -0.012502
104 	 -0.014727
105 	 -0.012702
106 	 -0.009383
107 	 -0.009199
108 	 -0.013654
109 	 -0.011191
110 	 -0.010453
111 	 -0.011289
112 	 -0.007064
113 	 -0.004996
114 	 -0.001239
115 	 0.005467
116 	 0.004550
117 	 0.002279
118 	 0.001565
119 	 -0.011170
120 	 -0.017907
121 	 -0.013119
122 	 -0.007297
123 	 -0.004656
124 	 -0.008222
125 	 -0.010853
126 	 -0.015042
127 	 -0.021014
128 	 -0.019571
129 	 -0.016795
130 	 -0.008197
131 	 -0.004743
132 	 -0.000807
133 	 0.000959
134 	 0.002968
135 	 0.004880
136 	 0.000953
137 	 -0.001788
138 	 -0.010293
139 	 -0.006235
140 	 -0.002160
141 	 -0.000685
142 	 0.004164
143 	 0.007439
144 	 0.009594
145 	 0.009982
146 	 0.016337
147 	 0.011837
148 	 0.024060
149 	 0.022119
150 	 0.019972
151 	 0.027698
152 	 0.020586
153 	 0.003245
154 	 0.003316
155 	 0.004855
156 	 0.007921
157 	 0.003097
158 	 0.003307
159 	 0.002956
160 	 -0.009700
161 	 -0.008095
162 	 -0.004392
163 	 -0.011258
164 	 -0.009403
165 	 -0.008440
166 	 -0.013433
167 	 -0.005960
168 	 -0.000762
169 	 -0.006263
170 	 -0.009006
171 	 -0.011326
172 	 -0.020626
173 	 -0.020033
174 	 -0.022101
175 	 -0.022804
176 	 -0.017882
177 	 -0.022088
178 	 -0.033325
179 	 -0.035785
180 	 -0.037182
181 	 -0.037863
182 	 -0.036960
183 	 -0.033387
184 	 -0.032239
185 	 -0.038124
186 	 -0.038424
187 	 -0.038495
188 	 -0.039187
189 	 -0.033532
190 	 -0.024949
191 	 -0.018596
192 	 -0.019519
193 	 -0.019839
194 	 -0.019642
195 	 -0.017461
196 	 -0.020301
197 	 -0.019678
198 	 -0.020721
199 	 -0.019485
200 	 -0.018680
201 	 -0.014498
202 	 -0.021423
203 	 -0.026882
204 	 -0.027316
205 	 -0.030771
206 	 -0.027985
207 	 -0.016819
208 	 -0.017756
209 	 -0.014064
210 	 -0.012863
211 	 -0.011353
212 	 -0.008737
213 	 -0.008505
214 	 -0.009122
215 	 -0.011926
216 	 -0.014990
217 	 -0.017736
218 	 -0.019631
219 	 -0.018903
220 	 -0.003600
221 	 0.000716
222 	 0.005393
223 	 0.008677
224 	 0.006760
225 	 0.001635
226 	 -0.004718
227 	 -0.001234
228 	 -0.014299
229 	 -0.014718
230 	 -0.015032
231 	 -0.012989
232 	 -0.006850
233 	 -0.008064
234 	 0.001779
235 	 0.004477
236 	 0.008195
237 	 0.011171
238 	 0.014259
239 	 0.015564
240 	 0.019687
241 	 0.018136
242 	 0.013909
243 	 0.009624
244 	 0.008003
245 	 0.007883
246 	 0.010620
247 	 0.010171
248 	 0.013785
249 	 0.012809
250 	 0.013975
251 	 0.010219
252 	 0.003367
253 	 0.006004
254 	 0.000347
255 	 -0.004235
256 	 -0.004175
257 	 -0.000892
258 	 -0.007229
259 	 -0.011389
260 	 -0.007822
261 	 -0.008118
262 	 -0.011543
263 	 -0.008225
264 	 -0.010964
265 	 -0.009857
266 	 -0.009024
267 	 -0.011832
268 	 -0.016148
269 	 -0.011915
270 	 -0.013959
271 	 -0.007322
272 	 -0.001689
273 	 -0.000448
274 	 -0.001372
275 	 0.005751
276 	 -0.000854
277 	 -0.002548
278 	 -0.004375
279 	 0.000093
280 	 0.009302
281 	 0.010204
282 	 0.007879
283 	 0.002433
284 	 0.008970
285 	 0.014677
286 	 0.014420
287 	 0.011921
288 	 0.010535
289 	 0.004286
290 	 -0.003092
291 	 0.003526
292 	 0.005278
293 	 0.002995
294 	 0.000015
295 	 0.006783
296 	 0.009580
297 	 0.012524
298 	 0.015596
299 	 0.011501
300 	 0.003800
301 	 0.000887
302 	 0.003251
303 	 0.001405
304 	 0.004756
305 	 0.006470
306 	 0.006469
307 	 0.007945
308 	 0.005467
309 	 0.005643
310 	 0.002521
311 	 -0.000286
312 	 -0.003618
313 	 -0.017610
314 	 -0.017563
315 	 -0.021326
316 	 -0.026658
317 	 -0.026794
318 	 -0.022030
319 	 0.055955
320 	 -0.008140
321 	 0.001471
322 	 -0.004740
323 	 -0.000619
324 	 0.002262
325 	 0.005265
326 	 0.005256
327 	 0.000992
328 	 0.008456
329 	 0.006336
330 	 0.012355
331 	 0.017943
332 	 0.024902
